id,verse_id,word_position,text_arabic,transliteration,translation_english,created_at,updated_at,grammar_info
3300,624,1,وَإِذَا,wa-idhā,And when,2025-12-08 23:34:40.53218+00,2025-12-08 23:59:07.631349+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
3301,624,2,ٱلۡجَنَّةُ,l-janatu,Paradise,2025-12-08 23:34:40.53218+00,2025-12-08 23:59:07.671449+00,"{""case"":""nominative"",""features"":[""root:جنن"",""nominative""],""part_of_speech"":""Noun""}"
3302,624,3,أُزۡلِفَتۡ,uz'lifat,is brought near,2025-12-08 23:34:40.53218+00,2025-12-08 23:59:07.71124+00,"{""form"":""4"",""tense"":""past"",""voice"":""passive"",""aspect"":""perfect"",""gender"":""feminine"",""number"":""singular"",""features"":[""root:زلف"",""feminine singular"",""passive""],""part_of_speech"":""Verb""}"
3303,625,1,عَلِمَتۡ,ʿalimat,Will know,2025-12-08 23:34:40.581324+00,2025-12-08 23:59:07.840775+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""gender"":""feminine"",""number"":""singular"",""person"":""first"",""features"":[""root:علم"",""feminine singular""],""part_of_speech"":""Verb""}"
3304,625,2,نَفۡسٞ,nafsun,a soul,2025-12-08 23:34:40.581324+00,2025-12-08 23:59:07.879356+00,"{""case"":""nominative"",""gender"":""feminine"",""number"":""singular"",""features"":[""root:نفس"",""feminine singular"",""nominative""],""part_of_speech"":""Noun""}"
3305,625,3,مَّآ,mā,what,2025-12-08 23:34:40.581324+00,2025-12-08 23:59:07.91914+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
3306,625,4,أَحۡضَرَتۡ,aḥḍarat,it has brought,2025-12-08 23:34:40.581324+00,2025-12-08 23:59:07.964183+00,"{""form"":""4"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""gender"":""feminine"",""number"":""singular"",""features"":[""root:حضر"",""feminine singular""],""part_of_speech"":""Verb""}"
3307,626,1,فَلَآ,falā,But nay,2025-12-08 23:34:40.636336+00,2025-12-08 23:59:08.083233+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
3308,626,2,أُقۡسِمُ,uq'simu,I swear,2025-12-08 23:34:40.636336+00,2025-12-08 23:59:08.121928+00,"{""form"":""4"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:قسم"",""masculine plural""],""part_of_speech"":""Verb""}"
3309,626,3,بِٱلۡخُنَّسِ,bil-khunasi,by the retreating planets,2025-12-08 23:34:40.636336+00,2025-12-08 23:59:08.169249+00,"{""case"":""genitive"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
3310,627,1,ٱلۡجَوَارِ,al-jawāri,Those that run,2025-12-08 23:34:40.686203+00,2025-12-08 23:59:08.294701+00,"{""case"":""genitive"",""gender"":""feminine"",""number"":""plural"",""features"":[""root:جري"",""feminine plural"",""genitive""],""part_of_speech"":""Noun""}"
3311,627,2,ٱلۡكُنَّسِ,l-kunasi,(and) disappear,2025-12-08 23:34:40.686203+00,2025-12-08 23:59:08.34139+00,"{""case"":""genitive"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:كنس"",""masculine plural"",""genitive""],""part_of_speech"":""Noun""}"
3312,628,1,وَٱلَّيۡلِ,wa-al-layli,And the night,2025-12-08 23:34:40.743328+00,2025-12-08 23:59:08.481044+00,"{""case"":""genitive"",""features"":[""root:ليل"",""genitive""],""part_of_speech"":""Noun""}"
3313,628,2,إِذَا,idhā,when,2025-12-08 23:34:40.743328+00,2025-12-08 23:59:08.520931+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
3314,628,3,عَسۡعَسَ,ʿasʿasa,it departs,2025-12-08 23:34:40.743328+00,2025-12-08 23:59:08.569206+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""gender"":""masculine"",""number"":""singular"",""person"":""first"",""features"":[""root:عسعس"",""masculine singular""],""part_of_speech"":""Verb""}"
3315,629,1,وَٱلصُّبۡحِ,wal-ṣub'ḥi,And the dawn,2025-12-08 23:34:40.790207+00,2025-12-08 23:59:08.706262+00,"{""case"":""genitive"",""features"":[""root:صبح"",""genitive""],""part_of_speech"":""Noun""}"
3316,629,2,إِذَا,idhā,when,2025-12-08 23:34:40.790207+00,2025-12-08 23:59:08.768357+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
3317,629,3,تَنَفَّسَ,tanaffasa,it breathes,2025-12-08 23:34:40.790207+00,2025-12-08 23:59:08.811708+00,"{""form"":""5"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""gender"":""masculine"",""number"":""singular"",""features"":[""root:نفس"",""masculine singular""],""part_of_speech"":""Verb""}"
3318,630,1,إِنَّهُۥ,innahu,"Indeed, it",2025-12-08 23:34:40.840395+00,2025-12-08 23:59:08.942155+00,"{""case"":""accusative"",""gender"":""masculine"",""number"":""singular"",""features"":[""accusative"",""masculine singular""],""part_of_speech"":""Particle""}"
3319,630,2,لَقَوۡلُ,laqawlu,(is) surely a word,2025-12-08 23:34:40.840395+00,2025-12-08 23:59:08.978841+00,"{""case"":""nominative"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
3320,630,3,رَسُولٖ,rasūlin,(of) a Messenger,2025-12-08 23:34:40.840395+00,2025-12-08 23:59:09.019688+00,"{""case"":""genitive"",""features"":[""root:رسل"",""genitive""],""part_of_speech"":""Noun""}"
3321,630,4,كَرِيمٖ,karīmin,noble,2025-12-08 23:34:40.840395+00,2025-12-08 23:59:09.058928+00,"{""case"":""genitive"",""gender"":""masculine"",""number"":""singular"",""features"":[""root:كرم"",""masculine singular"",""genitive""],""part_of_speech"":""Noun""}"
3322,631,1,ذِي,dhī,Possessor of,2025-12-08 23:34:40.897043+00,2025-12-08 23:59:09.190565+00,"{""case"":""genitive"",""gender"":""masculine"",""number"":""singular"",""features"":[""masculine singular"",""genitive""],""part_of_speech"":""Noun""}"
3323,631,2,قُوَّةٍ,quwwatin,power,2025-12-08 23:34:40.897043+00,2025-12-08 23:59:09.230635+00,"{""case"":""genitive"",""features"":[""root:قوي"",""genitive""],""part_of_speech"":""Noun""}"
3324,631,3,عِندَ,ʿinda,with,2025-12-08 23:34:40.897043+00,2025-12-08 23:59:09.27598+00,"{""case"":""accusative"",""features"":[""root:عند"",""accusative""],""part_of_speech"":""Noun""}"
3325,631,4,ذِي,dhī,(the) Owner of,2025-12-08 23:34:40.897043+00,2025-12-08 23:59:09.315566+00,"{""case"":""genitive"",""gender"":""masculine"",""number"":""singular"",""features"":[""masculine singular"",""genitive""],""part_of_speech"":""Noun""}"
3326,631,5,ٱلۡعَرۡشِ,l-ʿarshi,the Throne,2025-12-08 23:34:40.897043+00,2025-12-08 23:59:09.356849+00,"{""case"":""genitive"",""features"":[""root:عرش"",""genitive""],""part_of_speech"":""Noun""}"
3327,631,6,مَكِينٖ,makīnin,secure,2025-12-08 23:34:40.897043+00,2025-12-08 23:59:09.409243+00,"{""case"":""genitive"",""gender"":""masculine"",""number"":""singular"",""features"":[""root:مكن"",""masculine singular"",""genitive""],""part_of_speech"":""Noun""}"
3328,632,1,مُّطَاعٖ,muṭāʿin,One to be obeyed,2025-12-08 23:34:40.943774+00,2025-12-08 23:59:09.533077+00,"{""case"":""genitive"",""features"":[""root:طوع"",""genitive""],""part_of_speech"":""Noun""}"
3329,632,2,ثَمَّ,thamma,and,2025-12-08 23:34:40.943774+00,2025-12-08 23:59:09.603338+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
3330,632,3,أَمِينٖ,amīnin,trustworthy,2025-12-08 23:34:40.943774+00,2025-12-08 23:59:09.655448+00,"{""case"":""genitive"",""gender"":""masculine"",""number"":""singular"",""features"":[""root:أمن"",""masculine singular"",""genitive""],""part_of_speech"":""Noun""}"
3331,633,1,وَمَا,wamā,And not,2025-12-08 23:34:40.992238+00,2025-12-08 23:59:09.797148+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
3332,633,2,صَاحِبُكُم,ṣāḥibukum,(is) your companion,2025-12-08 23:34:40.992238+00,2025-12-08 23:59:09.871805+00,"{""case"":""nominative"",""features"":[""noun"",""pronoun"",""root:صحب""],""part_of_speech"":""noun_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""second""}"
3333,633,3,بِمَجۡنُونٖ,bimajnūnin,mad,2025-12-08 23:34:40.992238+00,2025-12-08 23:59:09.95331+00,"{""case"":""genitive"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
3334,634,1,وَلَقَدۡ,walaqad,And certainly,2025-12-08 23:34:41.040606+00,2025-12-08 23:59:10.077214+00,"{""features"":[""preposition""],""part_of_speech"":""Preposition""}"
3335,634,2,رَءَاهُ,raāhu,he saw him,2025-12-08 23:34:41.040606+00,2025-12-08 23:59:10.119831+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""person"":""first"",""features"":[""verb"",""pronoun"",""root:رأي""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""singular"",""pronoun_person"":""third""}"
3336,634,3,بِٱلۡأُفُقِ,bil-ufuqi,in the horizon,2025-12-08 23:34:41.040606+00,2025-12-08 23:59:10.17186+00,"{""case"":""genitive"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
3337,634,4,ٱلۡمُبِينِ,l-mubīni,the clear,2025-12-08 23:34:41.040606+00,2025-12-08 23:59:10.229892+00,"{""case"":""genitive"",""features"":[""root:بين"",""genitive""],""part_of_speech"":""Noun""}"
3338,635,1,وَمَا,wamā,And not,2025-12-08 23:34:41.096547+00,2025-12-08 23:59:10.363254+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
3339,635,2,هُوَ,huwa,he (is),2025-12-08 23:34:41.096547+00,2025-12-08 23:59:10.401429+00,"{""gender"":""masculine"",""number"":""singular"",""features"":[""masculine singular""],""part_of_speech"":""Noun""}"
3340,635,3,عَلَى,ʿalā,on,2025-12-08 23:34:41.096547+00,2025-12-08 23:59:10.445132+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
3341,635,4,ٱلۡغَيۡبِ,l-ghaybi,the unseen,2025-12-08 23:34:41.096547+00,2025-12-08 23:59:10.483415+00,"{""case"":""genitive"",""features"":[""root:غيب"",""genitive""],""part_of_speech"":""Noun""}"
3342,635,5,بِضَنِينٖ,biḍanīnin,a withholder,2025-12-08 23:34:41.096547+00,2025-12-08 23:59:10.525392+00,"{""case"":""genitive"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
3343,636,1,وَمَا,wamā,And not,2025-12-08 23:34:41.146725+00,2025-12-08 23:59:10.652563+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
3344,636,2,هُوَ,huwa,it,2025-12-08 23:34:41.146725+00,2025-12-08 23:59:10.701055+00,"{""gender"":""masculine"",""number"":""singular"",""features"":[""masculine singular""],""part_of_speech"":""Noun""}"
3345,636,3,بِقَوۡلِ,biqawli,(is the) word,2025-12-08 23:34:41.146725+00,2025-12-08 23:59:10.77911+00,"{""case"":""genitive"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
3346,636,4,شَيۡطَٰنٖ,shayṭānin,(of) Shaitaan,2025-12-08 23:34:41.146725+00,2025-12-08 23:59:10.817475+00,"{""case"":""genitive"",""features"":[""root:شطن"",""genitive""],""part_of_speech"":""Noun""}"
3347,636,5,رَّجِيمٖ,rajīmin,accursed,2025-12-08 23:34:41.146725+00,2025-12-08 23:59:10.874808+00,"{""case"":""genitive"",""gender"":""masculine"",""number"":""singular"",""features"":[""root:رجم"",""masculine singular"",""genitive""],""part_of_speech"":""Noun""}"
3348,637,1,فَأَيۡنَ,fa-ayna,So where,2025-12-08 23:34:41.196322+00,2025-12-08 23:59:10.992511+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
3349,637,2,تَذۡهَبُونَ,tadhhabūna,are you going,2025-12-08 23:34:41.196322+00,2025-12-08 23:59:11.0353+00,"{""form"":""1"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""person"":""first"",""features"":[""verb"",""pronoun"",""root:ذهب""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""second""}"
3350,638,1,إِنۡ,in,Not,2025-12-08 23:34:41.245162+00,2025-12-08 23:59:11.157451+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
3351,638,2,هُوَ,huwa,it,2025-12-08 23:34:41.245162+00,2025-12-08 23:59:11.196478+00,"{""gender"":""masculine"",""number"":""singular"",""features"":[""masculine singular""],""part_of_speech"":""Noun""}"
3352,638,3,إِلَّا,illā,(is) except,2025-12-08 23:34:41.245162+00,2025-12-08 23:59:11.244338+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
3353,638,4,ذِكۡرٞ,dhik'run,a reminder,2025-12-08 23:34:41.245162+00,2025-12-08 23:59:11.364341+00,"{""case"":""nominative"",""features"":[""root:ذكر"",""nominative""],""part_of_speech"":""Noun""}"
3354,638,5,لِّلۡعَٰلَمِينَ,lil'ʿālamīna,to the worlds,2025-12-08 23:34:41.245162+00,2025-12-08 23:59:11.407348+00,"{""case"":""genitive"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
3355,639,1,لِمَن,liman,For whoever,2025-12-08 23:34:41.294803+00,2025-12-08 23:59:11.546324+00,"{""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
3356,639,2,شَآءَ,shāa,wills,2025-12-08 23:34:41.294803+00,2025-12-08 23:59:11.586472+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""gender"":""masculine"",""number"":""singular"",""person"":""first"",""features"":[""root:شيأ"",""masculine singular""],""part_of_speech"":""Verb""}"
3357,639,3,مِنكُمۡ,minkum,among you,2025-12-08 23:34:41.294803+00,2025-12-08 23:59:11.633635+00,"{""gender"":""masculine"",""number"":""plural"",""features"":[""masculine plural""],""part_of_speech"":""Particle""}"
3358,639,4,أَن,an,to,2025-12-08 23:34:41.294803+00,2025-12-08 23:59:11.679075+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
3359,639,5,يَسۡتَقِيمَ,yastaqīma,take a straight way,2025-12-08 23:34:41.294803+00,2025-12-08 23:59:11.727615+00,"{""form"":""10"",""mood"":""subjunctive"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:قوم"",""masculine singular"",""masculine plural""],""part_of_speech"":""Verb""}"
3360,640,1,وَمَا,wamā,And not,2025-12-08 23:34:41.344402+00,2025-12-08 23:59:11.876551+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
3361,640,2,تَشَآءُونَ,tashāūna,you will,2025-12-08 23:34:41.344402+00,2025-12-08 23:59:11.917808+00,"{""form"":""1"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""person"":""first"",""features"":[""verb"",""pronoun"",""root:شيأ""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""second""}"
3362,640,3,إِلَّآ,illā,except,2025-12-08 23:34:41.344402+00,2025-12-08 23:59:11.961296+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
3363,640,4,أَن,an,that,2025-12-08 23:34:41.344402+00,2025-12-08 23:59:12.009821+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
3364,640,5,يَشَآءَ,yashāa,wills,2025-12-08 23:34:41.344402+00,2025-12-08 23:59:12.053682+00,"{""form"":""1"",""mood"":""subjunctive"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""gender"":""masculine"",""number"":""plural"",""person"":""first"",""features"":[""root:شيأ"",""masculine singular"",""masculine plural""],""part_of_speech"":""Verb""}"
3365,640,6,ٱللَّهُ,l-lahu,Allah,2025-12-08 23:34:41.344402+00,2025-12-08 23:59:12.097791+00,"{""case"":""nominative"",""features"":[""root:أله"",""nominative""],""part_of_speech"":""Noun""}"
3366,640,7,رَبُّ,rabbu,Lord,2025-12-08 23:34:41.344402+00,2025-12-08 23:59:12.138156+00,"{""case"":""nominative"",""features"":[""root:ربب"",""nominative""],""part_of_speech"":""Noun""}"
3367,640,8,ٱلۡعَٰلَمِينَ,l-ʿālamīna,(of) the worlds,2025-12-08 23:34:41.344402+00,2025-12-08 23:59:12.1794+00,"{""case"":""genitive"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:علم"",""masculine plural"",""genitive""],""part_of_speech"":""Noun""}"
3368,641,1,إِذَا,idhā,When,2025-12-08 23:34:41.560812+00,2025-12-08 23:59:12.4182+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
3369,641,2,ٱلسَّمَآءُ,l-samāu,the sky,2025-12-08 23:34:41.560812+00,2025-12-08 23:59:12.457927+00,"{""case"":""nominative"",""features"":[""root:سمو"",""nominative""],""part_of_speech"":""Noun""}"
3370,641,3,ٱنفَطَرَتۡ,infaṭarat,(is) cleft asunder,2025-12-08 23:34:41.560812+00,2025-12-08 23:59:12.500204+00,"{""form"":""7"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""gender"":""feminine"",""number"":""singular"",""features"":[""root:فطر"",""feminine singular""],""part_of_speech"":""Verb""}"
3371,642,1,وَإِذَا,wa-idhā,And when,2025-12-08 23:34:41.61056+00,2025-12-08 23:59:12.62168+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
3372,642,2,ٱلۡكَوَاكِبُ,l-kawākibu,the stars,2025-12-08 23:34:41.61056+00,2025-12-08 23:59:12.680619+00,"{""case"":""nominative"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:كوكب"",""masculine plural"",""nominative""],""part_of_speech"":""Noun""}"
3373,642,3,ٱنتَثَرَتۡ,intatharat,scatter,2025-12-08 23:34:41.61056+00,2025-12-08 23:59:12.719867+00,"{""form"":""8"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""gender"":""feminine"",""number"":""singular"",""features"":[""root:نثر"",""feminine singular""],""part_of_speech"":""Verb""}"
3374,643,1,وَإِذَا,wa-idhā,And when,2025-12-08 23:34:41.676948+00,2025-12-08 23:59:12.850235+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
3375,643,2,ٱلۡبِحَارُ,l-biḥāru,the seas,2025-12-08 23:34:41.676948+00,2025-12-08 23:59:12.902902+00,"{""case"":""nominative"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:بحر"",""masculine plural"",""nominative""],""part_of_speech"":""Noun""}"
3376,643,3,فُجِّرَتۡ,fujjirat,are made to gush forth,2025-12-08 23:34:41.676948+00,2025-12-08 23:59:12.943577+00,"{""form"":""2"",""tense"":""past"",""voice"":""passive"",""aspect"":""perfect"",""gender"":""feminine"",""number"":""singular"",""person"":""second"",""features"":[""root:فجر"",""feminine singular"",""passive""],""part_of_speech"":""Verb""}"
3377,644,1,وَإِذَا,wa-idhā,And when,2025-12-08 23:34:41.72988+00,2025-12-08 23:59:13.066369+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
3378,644,2,ٱلۡقُبُورُ,l-qubūru,the graves,2025-12-08 23:34:41.72988+00,2025-12-08 23:59:13.105901+00,"{""case"":""nominative"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:قبر"",""masculine plural"",""nominative""],""part_of_speech"":""Noun""}"
3379,644,3,بُعۡثِرَتۡ,buʿ'thirat,are overturned,2025-12-08 23:34:41.72988+00,2025-12-08 23:59:13.149845+00,"{""form"":""1"",""tense"":""past"",""voice"":""passive"",""aspect"":""perfect"",""gender"":""feminine"",""number"":""singular"",""person"":""first"",""features"":[""root:بعثر"",""feminine singular"",""passive""],""part_of_speech"":""Verb""}"
3380,645,1,عَلِمَتۡ,ʿalimat,Will know,2025-12-08 23:34:41.781637+00,2025-12-08 23:59:13.271793+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""gender"":""feminine"",""number"":""singular"",""person"":""first"",""features"":[""root:علم"",""feminine singular""],""part_of_speech"":""Verb""}"
3381,645,2,نَفۡسٞ,nafsun,a soul,2025-12-08 23:34:41.781637+00,2025-12-08 23:59:13.310676+00,"{""case"":""nominative"",""gender"":""feminine"",""number"":""singular"",""features"":[""root:نفس"",""feminine singular"",""nominative""],""part_of_speech"":""Noun""}"
3382,645,3,مَّا,mā,what,2025-12-08 23:34:41.781637+00,2025-12-08 23:59:13.350534+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
3383,645,4,قَدَّمَتۡ,qaddamat,it has sent forth,2025-12-08 23:34:41.781637+00,2025-12-08 23:59:13.390414+00,"{""form"":""2"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""gender"":""feminine"",""number"":""singular"",""person"":""second"",""features"":[""root:قدم"",""feminine singular""],""part_of_speech"":""Verb""}"
3384,645,5,وَأَخَّرَتۡ,wa-akharat,and left behind,2025-12-08 23:34:41.781637+00,2025-12-08 23:59:13.434968+00,"{""form"":""2"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""gender"":""feminine"",""number"":""singular"",""person"":""second"",""features"":[""root:أخر"",""feminine singular""],""part_of_speech"":""Verb""}"
3385,646,1,يَـٰٓأَيُّهَا,yāayyuhā,O,2025-12-08 23:34:41.832604+00,2025-12-08 23:59:13.557264+00,"{""case"":""accusative"",""features"":[""root:أيي"",""accusative""],""part_of_speech"":""Noun""}"
3386,646,2,ٱلۡإِنسَٰنُ,l-insānu,man,2025-12-08 23:34:41.832604+00,2025-12-08 23:59:13.5977+00,"{""case"":""nominative"",""features"":[""root:أنس"",""nominative""],""part_of_speech"":""Noun""}"
3387,646,3,مَا,mā,What,2025-12-08 23:34:41.832604+00,2025-12-08 23:59:13.642574+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
3388,646,4,غَرَّكَ,gharraka,has deceived you,2025-12-08 23:34:41.832604+00,2025-12-08 23:59:13.685227+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""person"":""first"",""features"":[""verb"",""pronoun"",""root:غرر""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""singular"",""pronoun_person"":""second""}"
3389,646,5,بِرَبِّكَ,birabbika,concerning your Lord,2025-12-08 23:34:41.832604+00,2025-12-08 23:59:13.729252+00,"{""case"":""genitive"",""features"":[""noun"",""pronoun"",""root:ربب""],""part_of_speech"":""noun_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""singular"",""pronoun_person"":""second""}"
3390,646,6,ٱلۡكَرِيمِ,l-karīmi,the Most Noble,2025-12-08 23:34:41.832604+00,2025-12-08 23:59:13.772046+00,"{""case"":""genitive"",""gender"":""masculine"",""number"":""singular"",""features"":[""root:كرم"",""masculine singular"",""genitive""],""part_of_speech"":""Noun""}"
3391,647,1,ٱلَّذِي,alladhī,Who,2025-12-08 23:34:41.887824+00,2025-12-08 23:59:13.899388+00,"{""gender"":""masculine"",""number"":""singular"",""features"":[""masculine singular""],""part_of_speech"":""Noun""}"
3392,647,2,خَلَقَكَ,khalaqaka,created you,2025-12-08 23:34:41.887824+00,2025-12-08 23:59:13.941375+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""person"":""first"",""features"":[""verb"",""pronoun"",""root:خلق""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""singular"",""pronoun_person"":""second""}"
3393,647,3,فَسَوَّىٰكَ,fasawwāka,then fashioned you,2025-12-08 23:34:41.887824+00,2025-12-08 23:59:13.985494+00,"{""form"":""2"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""person"":""second"",""features"":[""verb"",""pronoun"",""root:سوي""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""singular"",""pronoun_person"":""second""}"
3394,647,4,فَعَدَلَكَ,faʿadalaka,then balanced you,2025-12-08 23:34:41.887824+00,2025-12-08 23:59:14.02471+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""person"":""first"",""features"":[""verb"",""pronoun"",""root:عدل""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""singular"",""pronoun_person"":""second""}"
3395,648,1,فِيٓ,fī,In,2025-12-08 23:34:41.942382+00,2025-12-08 23:59:14.145758+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
3396,648,2,أَيِّ,ayyi,whatever,2025-12-08 23:34:41.942382+00,2025-12-08 23:59:14.18695+00,"{""case"":""genitive"",""features"":[""root:أيي"",""genitive""],""part_of_speech"":""Noun""}"
3397,648,3,صُورَةٖ,ṣūratin,form,2025-12-08 23:34:41.942382+00,2025-12-08 23:59:14.229618+00,"{""case"":""genitive"",""features"":[""root:صور"",""genitive""],""part_of_speech"":""Noun""}"
3398,648,4,مَّا,mā,what,2025-12-08 23:34:41.942382+00,2025-12-08 23:59:14.270417+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
3399,648,5,شَآءَ,shāa,He willed,2025-12-08 23:34:41.942382+00,2025-12-08 23:59:14.312619+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""gender"":""masculine"",""number"":""singular"",""person"":""first"",""features"":[""root:شيأ"",""masculine singular""],""part_of_speech"":""Verb""}"
3400,648,6,رَكَّبَكَ,rakkabaka,He assembled you,2025-12-08 23:34:41.942382+00,2025-12-08 23:59:14.358844+00,"{""form"":""2"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""person"":""second"",""features"":[""verb"",""pronoun"",""root:ركب""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""singular"",""pronoun_person"":""second""}"
3401,649,1,كَلَّا,kallā,Nay,2025-12-08 23:34:42.00079+00,2025-12-08 23:59:14.485899+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
3402,649,2,بَلۡ,bal,But,2025-12-08 23:34:42.00079+00,2025-12-08 23:59:14.526799+00,"{""features"":[""preposition""],""part_of_speech"":""Preposition""}"
3403,649,3,تُكَذِّبُونَ,tukadhibūna,you deny,2025-12-08 23:34:42.00079+00,2025-12-08 23:59:14.57089+00,"{""form"":""2"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""person"":""second"",""features"":[""verb"",""pronoun"",""root:كذب""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""second""}"
3404,649,4,بِٱلدِّينِ,bil-dīni,the Judgment,2025-12-08 23:34:42.00079+00,2025-12-08 23:59:14.618993+00,"{""case"":""genitive"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
3405,650,1,وَإِنَّ,wa-inna,And indeed,2025-12-08 23:34:42.052984+00,2025-12-08 23:59:14.745593+00,"{""case"":""accusative"",""features"":[""accusative""],""part_of_speech"":""Particle""}"
3406,650,2,عَلَيۡكُمۡ,ʿalaykum,over you,2025-12-08 23:34:42.052984+00,2025-12-08 23:59:14.787483+00,"{""gender"":""masculine"",""number"":""plural"",""features"":[""masculine plural""],""part_of_speech"":""Particle""}"
3407,650,3,لَحَٰفِظِينَ,laḥāfiẓīna,(are) surely guardians,2025-12-08 23:34:42.052984+00,2025-12-08 23:59:14.829901+00,"{""case"":""accusative"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
